supplier_id,supplier_device_id,consumer_id,consumer_device_id,amount,price,mode,datetime
group8,ESS,user4,appliances:6b4196,158,27.486,FROM_EXTERNAL,0:1
group8,ESS,user4,appliances:483897,100,27.486,FROM_EXTERNAL,0:1
group8,ESS,user4,appliances:4be1b2,130,27.486,FROM_EXTERNAL,0:1
group8,ESS,user5,ev:ded2cd,4705.882353,27.486,FROM_EXTERNAL,0:1
group8,ESS,user5,appliances:c1228d,178,27.486,FROM_EXTERNAL,0:1
group8,ESS,user5,appliances:7aec67,108,27.486,FROM_EXTERNAL,0:1
group8,ESS,user5,appliances:e1725a,158,27.486,FROM_EXTERNAL,0:1
group8,ESS,user5,appliances:a9fe79,132,27.486,FROM_EXTERNAL,0:1
group8,ESS,user5,appliances:aa9989,144,27.486,FROM_EXTERNAL,0:1
group8,ESS,user6,appliances:334672,118,27.486,FROM_EXTERNAL,0:1
group8,ESS,user6,appliances:11d1e6,60,27.486,FROM_EXTERNAL,0:1
group8,ESS,user6,appliances:3e31d7,168,27.486,FROM_EXTERNAL,0:1
group8,ESS,user6,appliances:d38f91,73,27.486,FROM_EXTERNAL,0:1
group8,ESS,user7,ev:b55560,4705.882353,27.486,FROM_EXTERNAL,0:1
group8,ESS,user7,appliances:86de43,112,27.486,FROM_EXTERNAL,0:1
group8,ESS,user7,appliances:7c5734,137,27.486,FROM_EXTERNAL,0:1
group8,ESS,user7,appliances:634f22,152,27.486,FROM_EXTERNAL,0:1
group8,ESS,user7,appliances:c817a2,155,27.486,FROM_EXTERNAL,0:1
group8,ESS,user8,appliances:9e25a7,70,27.486,FROM_EXTERNAL,0:1
group8,ESS,user8,appliances:aaa1bd,127,27.486,FROM_EXTERNAL,0:1
group8,ESS,user8,appliances:5dc436,158,27.486,FROM_EXTERNAL,0:1
group8,ESS,user8,appliances:935f98,130,27.486,FROM_EXTERNAL,0:1
group8,ESS,user8,appliances:5b707e,112,27.486,FROM_EXTERNAL,0:1
group8,ESS,user8,appliances:ac4c55,76,27.486,FROM_EXTERNAL,0:1
group8,ESS,user9,appliances:20295c,178,27.486,FROM_EXTERNAL,0:1
group8,ESS,user9,appliances:a41dc5,98,27.486,FROM_EXTERNAL,0:1
group8,ESS,user9,appliances:4bb522,190,27.486,FROM_EXTERNAL,0:1
group8,ESS,user10,ev:8faa0f,4705.882353,27.486,FROM_EXTERNAL,0:1
group8,ESS,user10,appliances:23455a,143,27.486,FROM_EXTERNAL,0:1
group8,ESS,user10,appliances:79e590,88,27.486,FROM_EXTERNAL,0:1
group8,ESS,user10,appliances:713d30,124,27.486,FROM_EXTERNAL,0:1
group8,ESS,user10,appliances:009570,169,27.486,FROM_EXTERNAL,0:1
group8,ESS,user1,appliances:e01b03,136,9.171,FROM_EXTERNAL,0:2
group8,ESS,user1,appliances:ab28be,81,9.171,FROM_EXTERNAL,0:2
group8,ESS,user1,appliances:d5fd4e,140,9.171,FROM_EXTERNAL,0:2
group8,ESS,user1,appliances:ca83b0,154,9.171,FROM_EXTERNAL,0:2
group8,ESS,user2,appliances:79bac1,181,9.171,FROM_EXTERNAL,0:2
group8,ESS,user2,appliances:abe0b1,154,9.171,FROM_EXTERNAL,0:2
group8,ESS,user2,appliances:6c5950,128,9.171,FROM_EXTERNAL,0:2
group8,ESS,user2,appliances:10c78d,66,9.171,FROM_EXTERNAL,0:2
group8,ESS,user3,appliances:b5ccfb,131,9.171,FROM_EXTERNAL,0:2
group8,ESS,user3,appliances:e3d0b7,92,9.171,FROM_EXTERNAL,0:2
group8,ESS,user3,appliances:95cd72,165,9.171,FROM_EXTERNAL,0:2
group8,ESS,user4,appliances:8d19e3,55,9.171,FROM_EXTERNAL,0:2
group8,ESS,user4,appliances:6b4196,158,9.171,FROM_EXTERNAL,0:2
group8,ESS,user4,appliances:483897,100,9.171,FROM_EXTERNAL,0:2
group8,ESS,user4,appliances:4be1b2,130,9.171,FROM_EXTERNAL,0:2
group8,ESS,user5,appliances:c1228d,178,9.171,FROM_EXTERNAL,0:2
group8,ESS,user5,appliances:7aec67,108,9.171,FROM_EXTERNAL,0:2
group8,ESS,user5,appliances:e1725a,158,9.171,FROM_EXTERNAL,0:2
group8,ESS,user5,appliances:a9fe79,132,9.171,FROM_EXTERNAL,0:2
group8,ESS,user5,appliances:aa9989,144,9.171,FROM_EXTERNAL,0:2
group8,ESS,user6,appliances:334672,118,9.171,FROM_EXTERNAL,0:2
group8,ESS,user6,appliances:11d1e6,60,9.171,FROM_EXTERNAL,0:2
group8,ESS,user6,appliances:3e31d7,168,9.171,FROM_EXTERNAL,0:2
group8,ESS,user6,appliances:d38f91,73,9.171,FROM_EXTERNAL,0:2
group8,ESS,user7,appliances:86de43,112,9.171,FROM_EXTERNAL,0:2
group8,ESS,user7,appliances:7c5734,137,9.171,FROM_EXTERNAL,0:2
group8,ESS,user7,appliances:634f22,152,9.171,FROM_EXTERNAL,0:2
group8,ESS,user7,appliances:c817a2,155,9.171,FROM_EXTERNAL,0:2
group8,ESS,user8,appliances:9e25a7,70,9.171,FROM_EXTERNAL,0:2
group8,ESS,user8,appliances:aaa1bd,127,9.171,FROM_EXTERNAL,0:2
group8,ESS,user8,appliances:5dc436,158,9.171,FROM_EXTERNAL,0:2
group8,ESS,user8,appliances:935f98,130,9.171,FROM_EXTERNAL,0:2
group8,ESS,user8,appliances:5b707e,112,9.171,FROM_EXTERNAL,0:2
group8,ESS,user8,appliances:ac4c55,76,9.171,FROM_EXTERNAL,0:2
group8,ESS,user9,appliances:20295c,178,9.171,FROM_EXTERNAL,0:2
group8,ESS,user9,appliances:a41dc5,98,9.171,FROM_EXTERNAL,0:2
group8,ESS,user9,appliances:4bb522,190,9.171,FROM_EXTERNAL,0:2
group8,ESS,user10,appliances:23455a,143,9.171,FROM_EXTERNAL,0:2
group8,ESS,user10,appliances:79e590,88,9.171,FROM_EXTERNAL,0:2
group8,ESS,user10,appliances:713d30,124,9.171,FROM_EXTERNAL,0:2
group8,ESS,user10,appliances:009570,169,9.171,FROM_EXTERNAL,0:2
group8,ESS,user1,appliances:e01b03,136,6.597,FROM_EXTERNAL,0:3
group8,ESS,user1,appliances:ab28be,81,6.597,FROM_EXTERNAL,0:3
group8,ESS,user1,appliances:d5fd4e,140,6.597,FROM_EXTERNAL,0:3
group8,ESS,user1,appliances:ca83b0,154,6.597,FROM_EXTERNAL,0:3
group8,ESS,user2,appliances:79bac1,181,6.597,FROM_EXTERNAL,0:3
group8,ESS,user2,appliances:abe0b1,154,6.597,FROM_EXTERNAL,0:3
group8,ESS,user2,appliances:6c5950,128,6.597,FROM_EXTERNAL,0:3
group8,ESS,user2,appliances:10c78d,66,6.597,FROM_EXTERNAL,0:3
group8,ESS,user3,appliances:b5ccfb,131,6.597,FROM_EXTERNAL,0:3
group8,ESS,user3,appliances:e3d0b7,92,6.597,FROM_EXTERNAL,0:3
group8,ESS,user3,appliances:95cd72,165,6.597,FROM_EXTERNAL,0:3
group8,ESS,user4,appliances:8d19e3,55,6.597,FROM_EXTERNAL,0:3
group8,ESS,user4,appliances:6b4196,158,6.597,FROM_EXTERNAL,0:3
group8,ESS,user4,appliances:483897,100,6.597,FROM_EXTERNAL,0:3
group8,ESS,user4,appliances:4be1b2,130,6.597,FROM_EXTERNAL,0:3
group8,ESS,user5,appliances:c1228d,178,6.597,FROM_EXTERNAL,0:3
group8,ESS,user5,appliances:7aec67,108,6.597,FROM_EXTERNAL,0:3
group8,ESS,user5,appliances:e1725a,158,6.597,FROM_EXTERNAL,0:3
group8,ESS,user5,appliances:a9fe79,132,6.597,FROM_EXTERNAL,0:3
group8,ESS,user5,appliances:aa9989,144,6.597,FROM_EXTERNAL,0:3
group8,ESS,user6,appliances:334672,118,6.597,FROM_EXTERNAL,0:3
group8,ESS,user6,appliances:11d1e6,60,6.597,FROM_EXTERNAL,0:3
group8,ESS,user6,appliances:3e31d7,168,6.597,FROM_EXTERNAL,0:3
group8,ESS,user6,appliances:d38f91,73,6.597,FROM_EXTERNAL,0:3
group8,ESS,user7,appliances:86de43,112,6.597,FROM_EXTERNAL,0:3
group8,ESS,user7,appliances:7c5734,137,6.597,FROM_EXTERNAL,0:3
group8,ESS,user7,appliances:634f22,152,6.597,FROM_EXTERNAL,0:3
group8,ESS,user7,appliances:c817a2,155,6.597,FROM_EXTERNAL,0:3
group8,ESS,user8,appliances:9e25a7,70,6.597,FROM_EXTERNAL,0:3
group8,ESS,user8,appliances:aaa1bd,127,6.597,FROM_EXTERNAL,0:3
group8,ESS,user8,appliances:5dc436,158,6.597,FROM_EXTERNAL,0:3
group8,ESS,user8,appliances:935f98,130,6.597,FROM_EXTERNAL,0:3
group8,ESS,user8,appliances:5b707e,112,6.597,FROM_EXTERNAL,0:3
group8,ESS,user8,appliances:ac4c55,76,6.597,FROM_EXTERNAL,0:3
group8,ESS,user9,appliances:20295c,178,6.597,FROM_EXTERNAL,0:3
group8,ESS,user9,appliances:a41dc5,98,6.597,FROM_EXTERNAL,0:3
group8,ESS,user9,appliances:4bb522,190,6.597,FROM_EXTERNAL,0:3
group8,ESS,user10,appliances:23455a,143,6.597,FROM_EXTERNAL,0:3
group8,ESS,user10,appliances:79e590,88,6.597,FROM_EXTERNAL,0:3
group8,ESS,user10,appliances:713d30,124,6.597,FROM_EXTERNAL,0:3
group8,ESS,user10,appliances:009570,169,6.597,FROM_EXTERNAL,0:3
group8,ESS,user1,appliances:e01b03,136,5.4,FROM_EXTERNAL,0:4
group8,ESS,user1,appliances:ab28be,81,5.4,FROM_EXTERNAL,0:4
group8,ESS,user1,appliances:d5fd4e,140,5.4,FROM_EXTERNAL,0:4
group8,ESS,user1,appliances:ca83b0,154,5.4,FROM_EXTERNAL,0:4
group8,ESS,user2,appliances:79bac1,181,5.4,FROM_EXTERNAL,0:4
group8,ESS,user2,appliances:abe0b1,154,5.4,FROM_EXTERNAL,0:4
group8,ESS,user2,appliances:6c5950,128,5.4,FROM_EXTERNAL,0:4
group8,ESS,user2,appliances:10c78d,66,5.4,FROM_EXTERNAL,0:4
group8,ESS,user3,appliances:b5ccfb,131,5.4,FROM_EXTERNAL,0:4
group8,ESS,user3,appliances:e3d0b7,92,5.4,FROM_EXTERNAL,0:4
group8,ESS,user3,appliances:95cd72,165,5.4,FROM_EXTERNAL,0:4
group8,ESS,user4,appliances:8d19e3,55,5.4,FROM_EXTERNAL,0:4
group8,ESS,user4,appliances:6b4196,158,5.4,FROM_EXTERNAL,0:4
group8,ESS,user4,appliances:483897,100,5.4,FROM_EXTERNAL,0:4
group8,ESS,user4,appliances:4be1b2,130,5.4,FROM_EXTERNAL,0:4
group8,ESS,user5,appliances:c1228d,178,5.4,FROM_EXTERNAL,0:4
group8,ESS,user5,appliances:7aec67,108,5.4,FROM_EXTERNAL,0:4
group8,ESS,user5,appliances:e1725a,158,5.4,FROM_EXTERNAL,0:4
group8,ESS,user5,appliances:a9fe79,132,5.4,FROM_EXTERNAL,0:4
group8,ESS,user5,appliances:aa9989,144,5.4,FROM_EXTERNAL,0:4
group8,ESS,user6,appliances:334672,118,5.4,FROM_EXTERNAL,0:4
group8,ESS,user6,appliances:11d1e6,60,5.4,FROM_EXTERNAL,0:4
group8,ESS,user6,appliances:3e31d7,168,5.4,FROM_EXTERNAL,0:4
group8,ESS,user6,appliances:d38f91,73,5.4,FROM_EXTERNAL,0:4
group8,ESS,user7,appliances:86de43,112,5.4,FROM_EXTERNAL,0:4
group8,ESS,user7,appliances:7c5734,137,5.4,FROM_EXTERNAL,0:4
group8,ESS,user7,appliances:634f22,152,5.4,FROM_EXTERNAL,0:4
group8,ESS,user7,appliances:c817a2,155,5.4,FROM_EXTERNAL,0:4
group8,ESS,user8,appliances:9e25a7,70,5.4,FROM_EXTERNAL,0:4
group8,ESS,user8,appliances:aaa1bd,127,5.4,FROM_EXTERNAL,0:4
group8,ESS,user8,appliances:5dc436,158,5.4,FROM_EXTERNAL,0:4
group8,ESS,user8,appliances:935f98,130,5.4,FROM_EXTERNAL,0:4
group8,ESS,user8,appliances:5b707e,112,5.4,FROM_EXTERNAL,0:4
group8,ESS,user8,appliances:ac4c55,76,5.4,FROM_EXTERNAL,0:4
group8,ESS,user9,appliances:20295c,178,5.4,FROM_EXTERNAL,0:4
group8,ESS,user9,appliances:a41dc5,98,5.4,FROM_EXTERNAL,0:4
group8,ESS,user9,appliances:4bb522,190,5.4,FROM_EXTERNAL,0:4
group8,ESS,user9,computer:793952,276,5.4,FROM_EXTERNAL,0:4
group8,ESS,user9,oven:3adcb6,546,5.4,FROM_EXTERNAL,0:4
group8,ESS,user10,appliances:23455a,143,5.4,FROM_EXTERNAL,0:4
group8,ESS,user10,appliances:79e590,88,5.4,FROM_EXTERNAL,0:4
group8,ESS,user10,appliances:713d30,124,5.4,FROM_EXTERNAL,0:4
group8,ESS,user10,appliances:009570,169,5.4,FROM_EXTERNAL,0:4
group8,ESS,user1,appliances:e01b03,136,45.927,FROM_EXTERNAL,0:5
group8,ESS,user1,appliances:ab28be,81,45.927,FROM_EXTERNAL,0:5
group8,ESS,user1,appliances:d5fd4e,140,45.927,FROM_EXTERNAL,0:5
group8,ESS,user1,appliances:ca83b0,154,45.927,FROM_EXTERNAL,0:5
group8,ESS,user2,appliances:79bac1,181,45.927,FROM_EXTERNAL,0:5
group8,ESS,user2,appliances:abe0b1,154,45.927,FROM_EXTERNAL,0:5
group8,ESS,user2,appliances:6c5950,128,45.927,FROM_EXTERNAL,0:5
group8,ESS,user2,appliances:10c78d,66,45.927,FROM_EXTERNAL,0:5
group8,ESS,user3,appliances:b5ccfb,131,45.927,FROM_EXTERNAL,0:5
group8,ESS,user3,appliances:e3d0b7,92,45.927,FROM_EXTERNAL,0:5
group8,ESS,user3,appliances:95cd72,165,45.927,FROM_EXTERNAL,0:5
group8,ESS,user4,appliances:8d19e3,55,45.927,FROM_EXTERNAL,0:5
group8,ESS,user4,appliances:6b4196,158,45.927,FROM_EXTERNAL,0:5
group8,ESS,user4,appliances:483897,100,45.927,FROM_EXTERNAL,0:5
group8,ESS,user4,appliances:4be1b2,130,45.927,FROM_EXTERNAL,0:5
group8,ESS,user5,appliances:c1228d,178,45.927,FROM_EXTERNAL,0:5
group8,ESS,user5,appliances:7aec67,108,45.927,FROM_EXTERNAL,0:5
group8,ESS,user5,appliances:e1725a,158,45.927,FROM_EXTERNAL,0:5
group8,ESS,user5,appliances:a9fe79,132,45.927,FROM_EXTERNAL,0:5
group8,ESS,user5,appliances:aa9989,144,45.927,FROM_EXTERNAL,0:5
group8,ESS,user6,appliances:334672,118,45.927,FROM_EXTERNAL,0:5
group8,ESS,user6,appliances:11d1e6,60,45.927,FROM_EXTERNAL,0:5
group8,ESS,user6,appliances:3e31d7,168,45.927,FROM_EXTERNAL,0:5
group8,ESS,user6,appliances:d38f91,73,45.927,FROM_EXTERNAL,0:5
group8,ESS,user7,appliances:86de43,112,45.927,FROM_EXTERNAL,0:5
group8,ESS,user7,appliances:7c5734,137,45.927,FROM_EXTERNAL,0:5
group8,ESS,user7,appliances:634f22,152,45.927,FROM_EXTERNAL,0:5
group8,ESS,user7,appliances:c817a2,155,45.927,FROM_EXTERNAL,0:5
group8,ESS,user8,appliances:9e25a7,70,45.927,FROM_EXTERNAL,0:5
group8,ESS,user8,appliances:aaa1bd,127,45.927,FROM_EXTERNAL,0:5
group8,ESS,user8,appliances:5dc436,158,45.927,FROM_EXTERNAL,0:5
group8,ESS,user8,appliances:935f98,130,45.927,FROM_EXTERNAL,0:5
group8,ESS,user8,appliances:5b707e,112,45.927,FROM_EXTERNAL,0:5
group8,ESS,user8,appliances:ac4c55,46.47058824,45.927,FROM_EXTERNAL,0:5
MainGrid,MainGrid,user8,appliances:ac4c55,29.52941176,51.03,FROM_EXTERNAL,0:5
MainGrid,MainGrid,user9,appliances:20295c,178,51.03,FROM_EXTERNAL,0:5
MainGrid,MainGrid,user9,appliances:a41dc5,98,51.03,FROM_EXTERNAL,0:5
MainGrid,MainGrid,user9,appliances:4bb522,190,51.03,FROM_EXTERNAL,0:5
MainGrid,MainGrid,user10,appliances:23455a,143,51.03,FROM_EXTERNAL,0:5
MainGrid,MainGrid,user10,appliances:79e590,88,51.03,FROM_EXTERNAL,0:5
MainGrid,MainGrid,user10,appliances:713d30,124,51.03,FROM_EXTERNAL,0:5
MainGrid,MainGrid,user10,appliances:009570,169,51.03,FROM_EXTERNAL,0:5
MainGrid,MainGrid,user1,appliances:e01b03,136,99.99,FROM_EXTERNAL,0:6
MainGrid,MainGrid,user1,appliances:ab28be,81,99.99,FROM_EXTERNAL,0:6
MainGrid,MainGrid,user1,appliances:d5fd4e,140,99.99,FROM_EXTERNAL,0:6
MainGrid,MainGrid,user1,appliances:ca83b0,154,99.99,FROM_EXTERNAL,0:6
MainGrid,MainGrid,user2,appliances:79bac1,181,99.99,FROM_EXTERNAL,0:6
MainGrid,MainGrid,user2,appliances:abe0b1,154,99.99,FROM_EXTERNAL,0:6
MainGrid,MainGrid,user2,appliances:6c5950,128,99.99,FROM_EXTERNAL,0:6
MainGrid,MainGrid,user2,appliances:10c78d,66,99.99,FROM_EXTERNAL,0:6
MainGrid,MainGrid,user3,appliances:b5ccfb,131,99.99,FROM_EXTERNAL,0:6
MainGrid,MainGrid,user3,appliances:e3d0b7,92,99.99,FROM_EXTERNAL,0:6
MainGrid,MainGrid,user3,appliances:95cd72,165,99.99,FROM_EXTERNAL,0:6
MainGrid,MainGrid,user4,appliances:8d19e3,55,99.99,FROM_EXTERNAL,0:6
MainGrid,MainGrid,user4,appliances:6b4196,158,99.99,FROM_EXTERNAL,0:6
MainGrid,MainGrid,user4,appliances:483897,100,99.99,FROM_EXTERNAL,0:6
MainGrid,MainGrid,user4,appliances:4be1b2,130,99.99,FROM_EXTERNAL,0:6
MainGrid,MainGrid,user5,appliances:c1228d,178,99.99,FROM_EXTERNAL,0:6
MainGrid,MainGrid,user5,appliances:7aec67,108,99.99,FROM_EXTERNAL,0:6
MainGrid,MainGrid,user5,appliances:e1725a,158,99.99,FROM_EXTERNAL,0:6
MainGrid,MainGrid,user5,appliances:a9fe79,132,99.99,FROM_EXTERNAL,0:6
MainGrid,MainGrid,user5,appliances:aa9989,144,99.99,FROM_EXTERNAL,0:6
MainGrid,MainGrid,user6,appliances:334672,118,99.99,FROM_EXTERNAL,0:6
MainGrid,MainGrid,user6,appliances:11d1e6,60,99.99,FROM_EXTERNAL,0:6
MainGrid,MainGrid,user6,appliances:3e31d7,168,99.99,FROM_EXTERNAL,0:6
MainGrid,MainGrid,user6,appliances:d38f91,73,99.99,FROM_EXTERNAL,0:6
MainGrid,MainGrid,user7,appliances:86de43,112,99.99,FROM_EXTERNAL,0:6
MainGrid,MainGrid,user7,appliances:7c5734,137,99.99,FROM_EXTERNAL,0:6
MainGrid,MainGrid,user7,appliances:634f22,152,99.99,FROM_EXTERNAL,0:6
MainGrid,MainGrid,user7,appliances:c817a2,155,99.99,FROM_EXTERNAL,0:6
MainGrid,MainGrid,user8,appliances:9e25a7,70,99.99,FROM_EXTERNAL,0:6
MainGrid,MainGrid,user8,appliances:aaa1bd,127,99.99,FROM_EXTERNAL,0:6
MainGrid,MainGrid,user8,appliances:5dc436,158,99.99,FROM_EXTERNAL,0:6
MainGrid,MainGrid,user8,appliances:935f98,130,99.99,FROM_EXTERNAL,0:6
MainGrid,MainGrid,user8,appliances:5b707e,112,99.99,FROM_EXTERNAL,0:6
MainGrid,MainGrid,user8,appliances:ac4c55,76,99.99,FROM_EXTERNAL,0:6
MainGrid,MainGrid,user9,appliances:20295c,178,99.99,FROM_EXTERNAL,0:6
MainGrid,MainGrid,user9,appliances:a41dc5,98,99.99,FROM_EXTERNAL,0:6
MainGrid,MainGrid,user9,appliances:4bb522,190,99.99,FROM_EXTERNAL,0:6
MainGrid,MainGrid,user10,appliances:23455a,143,99.99,FROM_EXTERNAL,0:6
MainGrid,MainGrid,user10,appliances:79e590,88,99.99,FROM_EXTERNAL,0:6
MainGrid,MainGrid,user10,appliances:713d30,124,99.99,FROM_EXTERNAL,0:6
MainGrid,MainGrid,user10,appliances:009570,169,99.99,FROM_EXTERNAL,0:6
user1,solar_panels:be697a,user1,appliances:e01b03,136,99.99,MARKET,0:7
user1,solar_panels:be697a,user1,appliances:ab28be,81,99.99,MARKET,0:7
user1,solar_panels:be697a,user1,appliances:d5fd4e,35,99.99,MARKET,0:7
user2,solar_panels:779748,user1,appliances:d5fd4e,105,99.99,MARKET,0:7
user2,solar_panels:779748,user1,appliances:ca83b0,154,99.99,MARKET,0:7
user2,solar_panels:779748,user2,appliances:79bac1,8,99.99,MARKET,0:7
user5,solar_panels:4265c8,user2,appliances:79bac1,173,99.99,MARKET,0:7
user5,solar_panels:4265c8,user2,appliances:abe0b1,71,99.99,MARKET,0:7
user5,solar_panels:686465,user2,appliances:abe0b1,83,99.99,MARKET,0:7
user5,solar_panels:686465,user2,appliances:6c5950,128,99.99,MARKET,0:7
user5,solar_panels:686465,user2,appliances:10c78d,45,99.99,MARKET,0:7
user8,solar_panels:8da5bf,user2,appliances:10c78d,21,99.99,MARKET,0:7
user8,solar_panels:8da5bf,user3,appliances:b5ccfb,131,99.99,MARKET,0:7
user8,solar_panels:8da5bf,user3,appliances:e3d0b7,89,99.99,MARKET,0:7
user8,solar_panels:e4a06b,user3,appliances:e3d0b7,3,99.99,MARKET,0:7
user8,solar_panels:e4a06b,user3,appliances:95cd72,165,99.99,MARKET,0:7
user8,solar_panels:e4a06b,user4,appliances:8d19e3,55,99.99,MARKET,0:7
user8,solar_panels:e4a06b,user4,appliances:6b4196,44,99.99,MARKET,0:7
user8,solar_panels:f519af,user4,appliances:6b4196,114,99.99,MARKET,0:7
user8,solar_panels:f519af,user4,appliances:483897,100,99.99,MARKET,0:7
user8,solar_panels:f519af,user4,appliances:4be1b2,41,99.99,MARKET,0:7
user9,solar_panels:fa1550,user4,appliances:4be1b2,89,99.99,MARKET,0:7
user9,solar_panels:fa1550,user4,computer:0e5803,165,99.99,MARKET,0:7
MainGrid,MainGrid,user4,computer:0e5803,87,128.6,FROM_EXTERNAL,0:7
MainGrid,MainGrid,user5,appliances:c1228d,178,128.6,FROM_EXTERNAL,0:7
MainGrid,MainGrid,user5,appliances:7aec67,108,128.6,FROM_EXTERNAL,0:7
MainGrid,MainGrid,user5,appliances:e1725a,158,128.6,FROM_EXTERNAL,0:7
MainGrid,MainGrid,user5,appliances:a9fe79,132,128.6,FROM_EXTERNAL,0:7
MainGrid,MainGrid,user5,appliances:aa9989,144,128.6,FROM_EXTERNAL,0:7
MainGrid,MainGrid,user6,appliances:334672,118,128.6,FROM_EXTERNAL,0:7
MainGrid,MainGrid,user6,appliances:11d1e6,60,128.6,FROM_EXTERNAL,0:7
MainGrid,MainGrid,user6,appliances:3e31d7,168,128.6,FROM_EXTERNAL,0:7
MainGrid,MainGrid,user6,appliances:d38f91,73,128.6,FROM_EXTERNAL,0:7
MainGrid,MainGrid,user7,appliances:86de43,112,128.6,FROM_EXTERNAL,0:7
MainGrid,MainGrid,user7,appliances:7c5734,137,128.6,FROM_EXTERNAL,0:7
MainGrid,MainGrid,user7,appliances:634f22,152,128.6,FROM_EXTERNAL,0:7
